text,label
Nice.nice.how is it working?,1
number s reach home call me.,1
Were trying to find a Chinese food place around here,1
Easy mate guess the quick drink was bit ambitious.,1
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! emoji Geeee Im so sad without you babe I love you,1
Ok thanx,1
aathi where are you dear,1
Tunji hows the queen? how are you doing. This is just wishing you a great day. Abiola.,1
Today iZ Yellow rose day. If u love my frndship give me number misscall amp send this to ur frndZ amp See how many miss calls u get. If u get number missed U marry ur Lover.,1
Will be out of class in a few hours. Sorry,1
Wat time u finish ur lect today?,1
Freemessage: Jamster!Get the crazy frog sound now! For poly text MAD number for real text MAD number to number number crazy sounds for just number GBPweek! number only! TCs apply,0
Sad story of a Man Last week was my bday. My Wife didnt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said Happy Bday Boss !!. I felt special. She askd me number lunch. After lunch she invited me to her apartment. We went there. She said do u mind if I go into the bedroom for a minute ? OK I sed in a sexy mood. She came out number minuts latr wid a cake n My Wife My Parents My Kidz My Friends n My Colleagues. All screaming SURPRISE !! and I was waiting on the sofa NAKED !,1
YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now number Just number p per min NTT Ltd PO Box number Croydon CR number number WB number is a national rate call,0
Shes fine. Good to hear from you. How are you my dear? Happy new year oh.,1
Are you going to wipro interview today?,1
how tall are you princess?,1
I doubt you could handle number times per night in any case,1
Haha Hope can hear the receipt sound Gd luck!,1
Your gonna be the death if me. Im gonna leave a note that says its all robs fault. Avenge me.,1
Japanese Proverb: If one Can do it U too Can do it If none Can do itU must do it Indian version: If one Can do it LET HIM DO it If none Can do itLEAVE it!! And finally Kerala version: If one can do it Stop him doing it If none can do it Make a strike against it,1
Today im not workin but not free oso Gee Thgt u workin at ur frens shop ?,1
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni number,1
Do you know why god created gap between your fingers ? So that One who is made for you comes amp fills those gaps by holding your hand with LOVE !,1
I want to be there so i can kiss you and feel you next to me,1
I am not at all happy with what you saying or doing,1
Adult number Content Your video will be with you shortly,0
Ok that would b lovely if u r sure. Think about wot u want to do drinkin dancin eatin cinema in out about Up to u! Wot about ?,1
What Im saying is if you havent explicitly told nora I know someone Im probably just not gonna bother,1
He says hi and to get your ass back to south tampa (preferably at a kegger),1
Smith waste da.i wanna gayle.,1
Mum ive sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.,1
Aight tomorrow around ltgt it is,1
HouseMaid is the murderer coz the man was murdered on ltgt th January As public holiday all govt.instituitions are closedincluding post office understand?,1
YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now number Just number p per min NTT Ltd PO Box number Croydon CR number number WB number is a national rate call.,0
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at number How was your night?,1
See you there!,1
I dont understand your message.,1
Crucify is c not s. You should have told me earlier.,1
Idk. You keep saying that youre not but since he moved we keep butting heads over freedom vs. responsibility. And im tired. I have so much other shit to deal with that im barely keeping myself together once this gets added to it.,1
Fuck cedar key and fuck her (come over anyway tho),1
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,1
Hey Boys. Want hot XXX pics sent direct number ur phone? Txt PORN to number number Hrs free and then just number p per day. To stop text STOPBCM SF WC number N number XX,0
U still painting ur wall?,1
Last Chance! Claim ur currency number worth of discount vouchers today! Text SHOP to number now! SavaMob offers mobile! T Cs SavaMob POBOX number M number UZ. currency number Sub. number,0
Printer is cool. I mean groovy. Wine is groovying,1
Hi Harishs rent has been transfred to ur Acnt.,1
Anything lor is she coming?,1
Cbe is really good nowadays emoji lot of shop and showrooms emoji city is shaping good.,1
still attending da talks?,1
No probs hon! How u doinat the mo?,1
K Ill take care of it,1
I take it we didnt have the phone callon Friday. Can we assume we wont have it this year now?,1
My battery is low babe,1
Shuhui has bought rons present its a swatch watch,1
Yeah theres quite a bit left Ill swing by tomorrow when I get up,1
Babe? You said number hours and its been almost number Is your internet down ?,1
K Ill be sure to get up before noon and see whats what,1
K k yesterday i was in cbe .,1
Went to ganesh dress shop,1
pdateNow Double mins and number txts on Orange tariffs. Latest Motorola SonyEricsson Nokia Bluetooth FREE! Call MobileUpd number on number or call number optout!YHL,0
collecting ur laptop then going to configure da settings izzit?,1
If you r home then come down within number min,1
Aight I should be there by number at the latest probably closer to number Are jay and tyler down or should we just do two trips?,1
Come aftr ltDECIMALgt now i m cleaning the house,1
Ur cashbalance is currently number pounds to maximize ur cashin now send CASH to number only number pmsg. CC: number PO BOX number number TCRW number,0
Bill as in: Are there any letters for me. im expecting one from orange that isnt a bill but may still say orange on it.,1
Tell me pa. How is pain de.,1
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A number MAN GANG BANG,1
Ha. You dont know either. I did a a clever but simple thing with pears the other day perfect for christmas.,1
Helloooo Wake up ! Sweet morning welcomes You Enjoy This Day with full of joy GUD MRNG.,1
ALRITE,1
Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,1
URGENT! Your Mobile number has been awarded with a currency number prize GUARANTEED. Call number from land line. Claim number Valid number hrs only,0
How do you guys go to see movies on your side.,1
Sorryin meeting Ill call later,1
You didnt have to tell me that now im thinking. Plus hes going to stop all your runs,1
Kindly send some one to our flat before ltDECIMALgt today.,1
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of number weeks pls resubmit request after expiry. Reply THEMOB HELP number more info,0
Nothing lor A bit bored too Then y dun u go home early number sleep today,1
What time should I tell my friend to be around?,1
Yes. that will be fine. Love you. Be safe.,1
Thanks chikku emoji gud nyt:,1
Is xy in ur car when u picking me up?,1
Thanx number the time weve spent number geva its bin mint! Ur my Baby and all I want is u!xxxx,1
Yo any way we could pick something up tonight?,1
Ive not sent it. He can send me.,1
Fine am simply sitting.,1
Thts gods gift for birds as humans hav some natural gift frm god,1
Are you coming to day for class.,1
Im done. Just studyn in library,1
Ok U enjoy ur shows,1
Anything,1
Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,1
Wats my dear doing? Sleeping ah?,1
Hi Test on ltgt rd .,1
Only number students solved this CAT question in xam number number number ltgt number number number ltgt number number number ltgt then number number number ????? Tell me the answer if u r brilliant number thing.i got d answr.,1
Yo do you know anyone ltgt or otherwise able to buy liquor? Our guy flaked and right now if we dont get a hold of somebody its just number loko all night,1
Yup n her fren lor. Im meeting my fren at number,1
Yeah we got one lined up for us,1
And stop wondering wow is she ever going to stop tming me ?! because I will tm you whenever I want because you are MINE laughs,1
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,1
Hey ive booked the pilates and yoga lesson already Haha,1
Are you ok. What happen to behave like this,1
You have number new message. Please call number,0
My supervisor find number me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,1
Hello. No news on job they are making me wait a fifth week! Yeah im up for some woozles and weasels In exeter still but be home about number,1
No message no responce what happend?,1
We currently have a message awaiting your collection. To collect your message just call number,0
Hey babe sorry i didnt get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesnt go as far a Ptbo and he says it will cost ltgt bucks. I dont know if it might be cheaper to find someone there ? We dont have any second hand machines at all right now let me know what you want to do babe,1
make that number ! number fucks sake?! x,1
Leave it. U will always be ignorant.,1
Nope but ill b going number sch on fri quite early lor cos mys sis got paper in da morn emoji,1
at bruce b downs amp fletcher now,1
Where are you ? You said you would be here when I woke emoji,1
Hey now am free you can call me.,1
Tell me whos this pls emoji,1
URGENT! Your mobile was awarded a currency number number Bonus Caller Prize on number number number Our final attempt number contact U! Call number,0
Think i might have to give it a miss. Am teaching til twelve then have lecture at two. Damn this working thing.,1
Id have to check but theres only like number bowls worth left,1
Yes there were many sweets,1
I would but Im still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,1
U have a secret admirer. REVEAL who thinks U R So special. Call number To opt out Reply REVEAL STOP. number per msg recd. Cust care number,0
Buzzzz! grins Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,1
Sir send to group mail check it.,1
Im doing da intro covers energy trends n pros n cons Brief description of nuclear fusion n oso brief history of iter n jet got abt number n half pages,1
NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,1
You dont know you jabo me abi.,1
Do you ever notice that when youre driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac?,0
Not yet had ya sapna aunty manege yday hogidhe chinnu full weak and swalpa black agidhane,1
Are you being good baby? emoji,1
NEFT Transaction with reference number ltgt for Rs. ltDECIMALgt has been credited to the beneficiary account on ltgt at ltTIMEgt : ltgt,1
Mostly sports type lyk footblcrckt,1
Ma head dey swell oh. Thanks for making my day,1
U should make a fb list,1
Height of Confidence: All the Aeronautics professors wer calld amp they wer askd number sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane Bt only number didnt move He said:if it is made by my studentsthis wont even start Datz confidence,1
Sary just need Tim in the bollox it hurt him a lot so he tol me!,1
Happy New Year Princess!,1
Ill text carlos and let you know hang on,1
Dont worry is easy once have ingredients!,1
I love u number my little pocy bell I am sorry but I love u,1
Ok omw now you at castor?,1
Yar lor Keep raining non stop Or u wan number go elsewhere?,1
Xmas Offer! Latest Motorola SonyEricsson Nokia FREE Bluetooth or DVD! Double Mins number Txt on Orange. Call MobileUpd number on number or call number optout number QF number,0
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap Yup i send her liao so im picking her up at ard number smth lor,1
number wonders in My WORLD number th You number th Ur style number th Ur smile number th Ur Personality number rd Ur Nature number nd Ur SMS and number st Ur Lovely Friendship good morning dear,1
Tonight? Yeah Id be down for that,1
What should i eat fo lunch senor,1
He said that he had a right giggle when he saw u again! You would possibly be the first person number die from NVQ but think how much you could for!,1
No break time one How I come out n get my stuff fr ?,1
Reply to win currency number weekly! What professional sport does Tiger Woods play? Send STOP to number to end service,0
Im there and I can see you but you cant see me ? Maybe you should reboot ym ? I seen the buzz,1
Do you still have the grinder?,1
No number POLYPHONIC tone number ur mob every week! Just txt PT number to number number st Tone FREE ! so get txtin now and tell ur friends. number ptone. number reply HL number info,0
Love isnt a decision its a feeling. If we could decide who to love then life would be much simpler but then less magical,1
HOT LIVE FANTASIES call now number Just number p per min NTT Ltd PO Box number Croydon CR number number WB number is a national rate call,0
K.i didt see you. emoji k emoji where are you now?,1
So im doing a list of buyers.,1
No idea I guess well work that out an hour after were supposed to leave since as usual nobody has any interest in figuring shit out before the last second,1
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,1
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,1
Don know he is watching film in computer,1
No b number Thursday,1
Oh then your phone phoned me but it disconnected,1
Id onluy matters when getting on from offcampus,1
This message is free. Welcome to the new improved Sex Dogging club! To unsubscribe from this service reply STOP. msgs number p number only,0
Excellent Ill see what rileys plans are,1
I will see in half an hour,1
Youve won tkts to the EURO number CUP FINAL or currency number CASH to collect CALL number b number POBOX number ppm,0
Ew are you one of them?,1
Also hi wesley howve you been,1
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,1
Loan for any purpose currency number currency number number Homeowners Tenants welcome. Have you been previously refused? We can still help. Call Free number number or text back help,0
UpdateNow number Mths Half Price Orange line rental: number mins Call MobileUpd number on number or call number optoutJ number Q,0
Imagine Life WITHOUT ME see How fast u are searching me?Dont worry lm always there To disturb U Goodnoon emoji,1
Hm good morning headache anyone? emoji,1
Yeah no probs last night is obviously catching up with you Speak soon,1
FREE UNLIMITED HARDCORE PORN direct number your mobile Txt PORN to number get FREE access for number hrs then chrgd number p per day txt Stop number exit. This msg is free,0
I might go number sch. Yar at e salon now v boring.,1
ltgt mins but i had to stop somewhere first.,1
ltgt is fast approaching. So Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day Happy FriendshipMotherFatherTeachersChildrens Day amp HAPPY BIRTHDAY number U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas ltgt Good Mornings Afternoons Evenings Nights. RememberI AM the first to WISHING U ALL THESE yours Raj,1
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting,1
I didnt get the second half of that message,1
Wat time do u wan number meet me later?,1
I thank you so much for all you do with selflessness. I love you plenty.,1
Am in film ill call you later.,1
How dare you change my ring,1
You are a very very very very bad girl. Or lady.,1
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,1
What part of dont initiate dont you understand,1
I finished my lunch already. U wake up already?,1
You still at the game?,1
You have got tallent but you are wasting.,1
What is your record for one night? emoji,1
Also sir i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.,1
gonna let me know cos comes bak from holiday that day. is coming. Dont number get number text me number.,1
Jokin only lar emoji depends on which phone my father can get lor,1
Aight lemme know whats up,1
Get ready for ltgt inches of pleasure,1
Raji pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,1
) ok. I feel like john lennon.,1
Cos darren say considering mah so i ask,1
You are not bothering me but you have to trust my answers. Pls.,1
Wishing you and your family Merry X mas and HAPPY NEW Year in advance,1
One day a crab was running on the sea shore The waves came n cleared the footprints of the crab Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off emoji frndsship never lets u dwn emoji GUD nyt,1
Aight what time you want me to come up?,1
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Dont you wish to come to me on your own anymore?,1
Your bill at number is currency number so thats not bad!,1
Let me know how it changes in the next number hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in number hrs,1
Hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah?,1
So hows the weather over there?,1
Ok. Not much to do here though. HM Friday cant wait. Dunno wot the hell im gonna do for another number weeks! Become a slob oh wait already done that!,1
Die Now i have e toot fringe again,1
Lol they dont know about my awesome phone. I could click delete right now if I want.,1
Ok,1
Awesome question with a cute answer: Someone asked a boy how is ur life? . . He smiled amp answered: . . She is fine! Gudnite,1
Please leave this topic sorry for telling that,1
Pls send me the correct name da.,1
What happened to our yo date?,1
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D VIOLET E TULIP F LILY txt D E or F to number NOW number chance number WIN currency number Cash WKENT number P number,0
Webpage s not available!,1
Just woke up. Yeesh its late. But I didnt fall asleep til ltgt am :,1
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http:gotbabes.co.uk. No subscriptions.,0
Dear all as we know ltgt th is the ltgt th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details,1
K k from tomorrow onwards started ah?,1
What u talking bout early morning? Its almost noon where your at!,1
Fine. Do you remember me.,1
Hi babe its Jordan how r u? Im home from abroad and lonely text me back if u wanna chat xxSP visionsms.com Text stop to stopCost number p number,0
Ok. How many should i buy.,1
Sounds good keep me posted,1
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to number,0
Ok. So april. Cant wait,1
Boy you best get yo ass out here quick,1
Ay wana meet on sat? wkg on sat?,1
Im now but have to wait till number for the bus to pick me.,1
Apart from the one i told you about yesterday?,1
Ok lor But buy wat?,1
Somebody should go to andros and steal ice,1
Don know. I didt msg him recently.,1
Take us out shopping and Mark will distract Isaiah.D,1
Mum hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola,1
There is no sense in my foot and penis.,1
Okay but i thought you were the expert,1
deep sigh I miss you emoji I am really surprised you havent gone to the net cafe yet to get to me Dont you miss me?,1
S.s emoji i thinl role is like sachin.just standing. Others have to hit.,1
Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,1
And very importantly all we discuss is between u and i only.,1
K k emoji how about your training process?,1
Ok lor. I ned number go toa payoh number a while number return smth u wan number send me there or wat?,1
In da car park,1
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me How much I need you In my life,1
So i asked hows anthony. Dad. And your bf,1
Wnevr i wana fal in luv vth my books My bed fals in luv vth me ! . Yen madodu nav pretsorginta nammanna pretsovru important alwa .!! emoji Gud eveB).,1
What Todaysunday sunday is holiday so no work,1
Am going to take bath ill place the key in window emoji,1
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by number June number Chance number WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,0
Dear take care. I am just reaching home.love u a lot.,1
staff.science.nus.edu.sgphyhcmkteachingpc number,1
Have you emigrated or something? Ok maybe number was a bit hopeful,1
Olol i printed out a forum post by a guy with the exact same prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,1
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is ltgt,1
Yo you at jp and hungry like a mofo?,1
This is all just creepy and crazy to me.,1
Ok I din get ur msg,1
Tessy pls do me a favor. Pls convey my birthday wishes to Nimya pls dnt forget it. Today is her birthday Shijas,1
Pathaya enketa maraikara pa,1
Even if he my friend he is a priest call him now,1
U so lousy run already come back then half dead Hee,1
Thats y i said its bad dat all e gals know u Wat u doing now?,1
Or remind me in a few hrs.,1
I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is ltgt . Is there a way i could get that from you till mid march when i hope to pay back.,1
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,1
Hello hun how ru? Its here by the way. Im good. Been on number dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,1
Lol I was gonna last month. I cashed some in but I left ltgt just in case. I was collecting more during the week cause they announced it on the blog.,1
Good Luck! Draw takes place number th Feb number Good Luck! For removal send STOP to number customer services number,0
Short But Cute : Be a good person but dont try to prove Gud mrng,1
Just havent decided where yet eh ?,1
Wat time liao where still got.,1
Yes watching footie but worried were going to blow it Phil Neville?,1
I wait number inside da car park,1
Uncle Abbey! Happy New Year. Abiola,1
Now am free call me pa.,1
R u saying i should re order the slippers cos i had to pay for returning it.,1
Stop knowing me so well!,1
Good evening! this is roger. How are you?,1
Small problem in auction emoji punj now asking tiwary,1
Free entry in number a weekly comp for a chance to win an ipod. Txt POD to number to get entry (std txt rate) TCs apply number for details number,0
He telling not to tell any one. If so treat for me hi hi hi,1
My uncles in Atlanta. Wish you guys a great semester.,1
number st wk FREE! Gr number tones str number number u each wk. Txt NOKIA ON to number for Classic Nokia tones or HIT ON to number for Polys. Nokia number p Poly number p number,0
U coming number pick me?,1
Thats cool. i liked your photos. You are very sexy!,1
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,1
Haha better late than ever any way I could swing by?,1
Ok. But i finish at number,1
LookAtMe!: Thanks for your purchase of a video clip from LookAtMe! youve been charged number p. Think you can do better? Why not send a video in a MMSto number,0
Ive been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,1
So no messages. Had food?,1
Ok going to sleep. Hope i can meet her.,1
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,1
Can you let me know details of fri when u find out cos Im not in tom or fri. mentionned chinese. Thanks,1
Youre right I have now that I think about it,1
Wat r u doing now?,1
Is ur lecture over?,1
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS number P INC VAT number CANCEL TEXT STOP,0
Customer place i will call you,1
Not planned yet emoji going to join company on jan number only.don know what will happen after that.,1
Boy I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli number mutai eerulli kodthini! Grl: I love U kano),1
Haha I heard that text me when youre around,1
I.ll get there tomorrow and send it to you,1
SHIT BABE THASA BIT MESSED UP.YEH SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY ILLSPEAK number U number MORO WEN IM NOT ASLEEP,1
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,1
CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR number FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,1
Sorry in meeting Ill call you later,1
Yo! Howz u? girls never rang after india. L,1
Yeah but which is worse for i,1
Hard LIVE number chat just number pmin. Choose your girl and connect LIVE. Call number now! Cheap Chat UKs biggest live service. VU BCM number WC number N number XX,0
I tagged MY friends that you seemed to count as YOUR friends.,1
Not heard from U number a while. Call number rude chat private line number to cum. Wan number C pics of me gettin shagged then text PIX to number number End send STOP number SAM xxx,0
Ok,1
Long time. You remember me today.,1
Havent shopping now lor i juz arrive only,1
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,1
Are you up for the challenge? I know i am emoji,1
How much did ur hdd casing cost.,1
Mystery solved! Just opened my email and hes sent me another batch! Isnt he a sweetie,1
I cant describe how lucky you are that Im actually awake by noon,1
This is the number nd time we have tried to contact u. U have won the currency number prize to claim just call number b number number TCsstop SMS number number ppm,0
TODAY is Sorry day.! If ever i was angry with you if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz Its ur fault Im basically GOOD,1
Cheers for the card Is it that time of year already?,1
HOT LIVE FANTASIES call now number Just number p per min NTT Ltd PO Box number Croydon CR number number WB number k,0
When people see my msgs They think Iam addicted to msging They are wrong Bcoz They dont know that Iam addicted to my sweet Friends !! BSLVYL,1
Ugh hopefully the asus ppl dont randomly do a reformat.,1
Havent seen my facebook huh? Lol!,1
Mah b Ill pick it up tomorrow,1
Still otside le u come number morrow maga,1
Do u still have plumbers tape and a wrench we could borrow?,1
Dear Voucher Holder To claim this weeks offer at you PC please go to http:www.etlp.co.ukreward. TsCs apply.,0
It vl bcum more difficult,1
UR GOING number BAHAMAS! CallFREEFONE number and speak to a live operator to claim either Bahamas cruise of currency number CASH number only. To opt out txt X to number,0
Havent still waitin as usual come back sch oredi?,1
In meeting da. I will call you,1
K k emoji emoji then watch some films.,1
Does cinema plus drink appeal tomo? Is a fr thriller by director i like on at mac at number .,1
There the size of elephant tablets u shove um up ur ass!!,1
So many people seems to be special at first sight But only very few will remain special to you till your last sight Maintain them till life ends take cr da,1
My Parents My Kidz My Friends n My Colleagues. All screaming SURPRISE !! and I was waiting on the sofa NAKED !,1
Dunno i juz askin cos i got a card got number off number a salon called hair sense so i tot its da one cut ur hair.,1
Good morning pookie pie! Lol hope I didnt wake u up,1
MAYBE IF YOU WOKE UP BEFORE FUCKING number THIS WOULDNT BE A PROBLEM.,1
Happy birthday to you .dear.with lots of love.rakhesh NRI,1
Howz that persons story,1
This is the number nd time we have tried number contact u. U have won the number Pound prize. number claim is easy call number NOW! Only number p per min. BTnationalrate,0
X number ltgt . Are you going to get that,1
Hi neva worry bout da truth coz the truth will lead me number ur heart. Its the least a unique person like u deserve. Sleep tight or morning,1
UR awarded a City Break and could WIN a currency number Summer Shopping spree every WK. Txt STORE to number SkilGme.TsCs number Winawk!Age number currency number perWKsub,0
Is ur paper today in e morn or aft?,1
I will lick up every drop emoji are you ready to use your mouth as well?,1
And you! Will expect you whenever you text! Hope all goes well tomo,1
Great. P diddy is my neighbor and comes for toothpaste every morning,1
I av a new number . Wil u only use this oneta.,1
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,1
number lor Change number suntec Wat time u coming?,1
No de.am seeing in online shop so that i asked.,1
Just curious because my cuz asked what I was up to,1
Nice.nice.how is it working?,1
Okay lor Wah like that def they wont let us go Haha What did they say in the terms and conditions?,1
Haha Yup hopefully we will lose a few kg by mon. after hip hop can go orchard and weigh again,1
Shes good. How are you. Where r u working now,1
Oh yes Ive just been a little under the weather so ive kind of been coccooning at home,1
At home also.,1
This phone has the weirdest auto correct.,1
Oops my phone died and I didnt even know. Yeah I like it better.,1
Havent mus ask if u can number st wat. Of meet number lunch den u n him meet can already lor. Or u wan number go ask da ge number st then confirm w me asap?,1
She said do u mind if I go into the bedroom for a minute ? OK I sed in a sexy mood. She came out number minuts latr wid a cake n My Wife,1
OH YEAHAND HAV A GREAT TIME IN NEWQUAYSEND ME A POSTCARD ! number LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE number IM TALKIN BOUT!)xx,1
We got a divorce. Lol. She.s here,1
Whats ur pin?,1
Babe have you got enough money to pick up bread and milk ? And Ill give you it back when you get home ?,1
I want snow. Its just freezing and windy.,1
URGENT! We are trying to contact U. Todays draw shows that you have won a currency number prize GUARANTEED. Call number from land line. Claim Y number Valid number hrs only,0
Come to mahal bus stop ltDECIMALgt,1
Don know emoji this week im going to tirunelvai da.,1
Me too baby! I promise to treat you well! I bet you will take good care of me,1
Its like that hotel dusk game i think. You solve puzzles in a area thing,1
Thanks for your ringtone order reference number X number Your mobile will be charged number . Should your tone not arrive please call customer services number,0
Hi my love! How goes that day? Fuck this morning I woke and dropped my cell on the way down the stairs but it seems alright phews I miss you !,1
Well that must be a pain to catch,1
Sorry da thangam.its my mistake.,1
I need Coz i never go before,1
Rose for redred for bloodblood for heartheart for u. But u for me . Send tis to all ur friends Including me If u like me If u get back number u r poor in relation! number u need some number to support number u r frnd number many number some number luvs u number some number is praying god to marry u. emoji try it .,1
Wife.how she knew the time of murder exactly,1
SIX chances to win CASH! From number to number number pounds txt CSH number and send to number Cost number pday number days number TsandCs apply Reply HL number info,0
Ur cashbalance is currently number pounds to maximize ur cashin now send COLLECT to number only number pmsg. CC: number PO BOX number number TCRW number,0
I feel like a dick because I keep sleeping through your texts and facebook messages. Sup you in town?,1
No plm i will come da. On the way.,1
Guess he wants alone time. We could just show up and watch when they do,1
Height of recycling: Read twice People spend time for earning money and the same money is spent for spending time!) Good morning keep smiling emoji,1
Yup not comin emoji,1
Yes princess. Toledo.,1
Aight text me when youre back at mu and Ill swing by need somebody to get the door for me,1
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,1
Good. No swimsuit allowed emoji,1
Am okay. Will soon be over. All the best,1
A cute thought for friendship: Its not necessary to share every secret with ur close Frnd but watever u shared should be true .,1
Ok ive sent u da latest version of da project.,1
Good Morning my Dear Have a great amp successful day.,1
Pls accept me for one day. Or am begging you change the number.,1
Squeeeeeze!! This is christmas hug If u lik my frndshp den hug me back If u get number u r cute emoji number u r luvd: number u r so lucky) None? People hate u:,1
Its ok if anybody asks abt me u tel them :P,1
Funny fact Nobody teaches volcanoes number erupt tsunamis number arise hurricanes number sway aroundn no number teaches hw number choose a wife Natural disasters just happens,1
You gonna ring this weekend or wot?,1
Also track down any lighters you can find,1
Sorry I cant help you on this.,1
Babe I need your advice,1
Ill leave around four ok?,1
Come to medical college at number pm forward it da,1
K emoji k its good emoji when are you going?,1
I can make lasagna for you vodka,1
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,1
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,1
No but you told me you were going before you got drunk!,1
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didnt hear a word from him,1
Congratulations! Thanks to a good friend U have WON the currency number number Xmas prize. number claim is easy just call number NOW! Only number p per minute. BTnationalrate,0
Im always looking for an excuse to be in the city.,1
Yup im still having coffee wif my frens My fren drove shell give me a lift,1
O shore are you takin the bus,1
So u gonna get deus ex?,1
I will send them to your email. Do you mind ltgt times per night?,1
number number Do you want a New Nokia number i colour phone DeliveredTomorrow? With number free minutes to any mobile number free texts Free Camcorder reply or call number,0
tap spile at seven. Is that pub on gas st off broad st by canal. Ok?,1
