pirat,hirat,lvrat,unemp,chist,mhist,phist,selfemp,insurance,condomin,afam,single,hschool,deny
0.46,0.31,0.615384615,3.900000095,2,2,no,no,no,no,no,no,yes,no
0.38,0.26,0.790697674,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.27,0.27,0.8,3.900000095,2,2,no,no,no,no,no,no,yes,no
0.38,0.31,0.788059701,1.799999952,2,1,no,no,no,no,no,no,yes,no
0.22,0.21,0.451612903,2,1,1,no,no,no,no,no,no,yes,no
0.38,0.29,0.84516129,3.200000048,2,2,no,no,no,yes,no,yes,yes,no
0.37,0.28,0.684210526,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.37,0.32,0.853846154,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.28,0.28,0.76,1.799999952,2,1,no,no,no,no,no,no,yes,no
0.25,0.21,0.692307692,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.26,0.23,0.208333333,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.27,0.22,0.9375,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.38,0.31,0.715384615,3.200000048,1,1,no,no,no,yes,no,yes,yes,no
0.35,0.32,0.751515152,2,1,2,no,no,no,no,no,no,yes,no
0.25,0.23,0.798245614,3.200000048,5,1,no,no,no,no,no,no,yes,no
0.38,0.32,0.796261682,3.900000095,2,1,no,no,no,no,no,no,yes,no
0.37,0.22,0.875,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.27,0.26,0.620689655,3.900000095,2,1,no,no,no,no,no,yes,yes,no
0.24,0.22,0.787564767,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.36,0.27,0.675,10.60000038,1,4,no,no,no,no,no,no,yes,no
0.23,0.23,0.619469027,1.799999952,1,1,no,no,no,no,no,yes,yes,no
0.33,0.31,0.713333333,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.28,0.28,0.6,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.33,0.18,0.757575758,3.099999905,3,1,no,no,no,no,no,yes,yes,no
0.37,0.29,0.953333333,4.300000191,3,2,no,yes,yes,no,no,yes,yes,yes
0.32,0.24,0.918518519,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.27,0.27,0.696721311,3.900000095,1,2,no,no,no,no,no,yes,yes,no
0.28,0.28,0.951388889,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.39,0.3,0.952380952,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.38,0.31,0.938931298,3.200000048,5,2,no,no,no,no,no,no,yes,no
0.38,0.34,0.8,10.60000038,1,1,no,no,no,no,no,no,yes,no
0.38,0.31,0.947826087,3.200000048,1,2,no,no,yes,yes,no,yes,yes,yes
0.3,0.25,0.904,2,6,2,no,no,no,no,yes,no,yes,yes
0.39,0.25,0.857142857,2,6,2,no,no,no,no,yes,no,yes,no
0.34,0.22,0.63197026,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.19,0.17,0.340425532,3.200000048,1,2,no,yes,no,no,no,no,yes,no
0.34,0.26,0.575384615,3.099999905,6,3,yes,no,no,no,no,no,yes,no
0.33,0.32,0.518134715,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.31,0.19,0.75,4.300000191,5,2,no,yes,no,yes,no,no,yes,no
0.29,0.28,0.8,3.900000095,1,2,no,no,no,yes,yes,no,yes,no
0.2,0.2,0.409356725,3.200000048,4,2,no,no,no,no,no,no,yes,no
0.45,0.34,0.545454545,3.200000048,5,2,no,no,no,no,no,no,yes,no
0.32,0.27,0.788888889,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.2,0.09,0.777777778,3.200000048,1,1,no,yes,no,yes,no,no,yes,no
0.27,0.19,0.796511628,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.13,0.11,0.354166667,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.15,0.07,0.857142857,1.799999952,1,1,no,yes,no,yes,no,no,yes,no
0.1,0.02,0.8,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.38,0.24,0.562913907,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.22,0.13,0.793814433,3.900000095,1,1,no,no,no,yes,no,no,yes,no
0.22,0.21,0.603351955,4.300000191,1,1,no,yes,no,no,no,no,yes,no
0.13,0.12,0.8,3.200000048,1,2,no,yes,no,yes,no,no,yes,no
0.07,0.04,0.512195122,3.900000095,1,1,no,no,no,yes,no,yes,yes,no
0.36,0.3,0.591054313,3.099999905,1,1,no,no,no,no,no,yes,yes,yes
0.36,0.3,0.591054313,3.099999905,1,1,no,no,no,no,no,yes,yes,yes
0.246499996,0.244699993,0.795652174,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.218999996,0.168999996,0.581818182,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.312999992,0.213999996,0.942857143,3.900000095,5,2,no,no,yes,no,no,no,yes,yes
0.377000008,0.288999996,0.753012048,10.60000038,1,1,no,yes,no,no,no,no,yes,no
0.121000004,0.074000001,0.767123288,1.799999952,1,1,no,yes,no,yes,no,yes,yes,no
0.318999996,0.28,0.754098361,3.200000048,1,1,no,no,no,yes,no,no,yes,no
0.357000008,0.278999996,0.697761194,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.377999992,0.213999996,0.76146789,3.200000048,1,1,no,yes,no,yes,no,yes,yes,no
0.292999992,0.202999992,0.897727273,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.380999985,0.297000008,0.771812081,4.300000191,1,2,no,no,no,yes,no,no,yes,no
0.232999992,0.2,0.68597561,3.200000048,1,1,no,no,no,yes,no,yes,yes,no
0.287000008,0.271000004,0.555555556,2,1,1,no,no,no,no,no,yes,yes,no
0.245,0.212999992,0.704225352,3.200000048,1,3,no,yes,no,no,no,no,yes,no
0.295,0.213999996,0.897435897,10.60000038,2,2,no,no,no,no,no,no,yes,no
0.392999992,0.187999992,0.766423358,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.33,0.29,0.649350649,3.099999905,5,2,no,no,no,no,no,no,yes,no
0.297999992,0.258999996,0.178571429,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.402999992,0.344000015,0.798107256,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.385999985,0.301000004,0.862068966,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.382000008,0.222999992,0.95,3.200000048,6,2,no,no,no,no,yes,yes,yes,yes
0.352000008,0.267000008,0.627615063,3.200000048,1,1,no,no,no,yes,no,no,yes,no
0.306000004,0.206000004,0.571428571,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.400099983,0.311299992,0.767045455,2,1,2,no,no,no,no,no,no,yes,no
0.27,0.232000008,0.94488189,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.385,0.23,0.800539084,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.212000008,0.177000008,0.875486381,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.175,0.11,0.790540541,3.099999905,2,1,no,no,no,yes,no,no,yes,no
0.299599991,0.276399994,0.42962963,4.300000191,1,2,no,no,no,yes,no,yes,yes,no
0.257999992,0.252000008,0.75,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.266000004,0.261000004,0.411522634,2,1,1,no,no,no,no,no,no,yes,no
0.242999992,0.155,0.58436214,3.200000048,1,1,no,no,no,yes,no,yes,yes,no
0.155,0.133000002,0.8,3.200000048,5,1,no,no,no,yes,no,no,yes,no
0.3,0.125,0.8,5.300000191,2,1,no,no,no,no,no,no,yes,no
0.399000015,0.312000008,0.574712644,3.900000095,1,3,no,no,no,no,no,no,yes,no
0.247399998,0.227800007,0.797356828,3.900000095,1,2,no,no,no,no,no,yes,yes,no
0.395,0,0.784313725,1.799999952,5,1,no,yes,no,yes,yes,no,yes,no
0.36,0.2,0.8,2,1,2,no,no,no,no,no,yes,yes,no
0.43,0.43,0.64231738,3.099999905,1,1,no,yes,no,no,no,no,yes,yes
0.39,0.19,0.8,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.33,0.27,0.75862069,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.35,0.2,0.620689655,10.60000038,1,1,no,yes,no,yes,no,no,yes,no
0.33,0.26,0.8,2,2,2,no,no,no,no,no,no,yes,no
0.43,0.32,0.316091954,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.29,0.28,0.625,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.28,0.24,0.78358209,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.4,0.18,0.604166667,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.37,0.22,0.786885246,3.900000095,3,2,no,no,no,no,no,no,yes,no
0.33,0.33,0.512820513,3.200000048,3,2,no,no,no,no,no,no,yes,no
0.28,0.24,0.796875,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.36,0.31,0.631067961,10.60000038,1,1,no,no,no,no,no,no,yes,no
0.45,0.18,0.87,8.899999619,1,1,yes,yes,no,no,no,yes,yes,no
0.3,0.13,0.5,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.38,0.21,0.353982301,3.900000095,1,1,no,yes,no,no,no,yes,yes,no
0.29,0.29,0.333333333,3.099999905,1,1,no,no,no,no,no,yes,yes,no
0.33,0.31,0.576923077,3.900000095,1,1,no,yes,no,no,no,no,yes,no
0.21,0.21,0.462962963,3.200000048,1,1,yes,no,no,no,no,no,yes,no
0.31,0.22,0.712328767,1.799999952,1,2,no,no,no,yes,yes,no,yes,no
0.19,0.19,0.663366337,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.36,0.36,0.611111111,3.200000048,2,2,no,no,no,yes,yes,yes,yes,no
0.35,0.28,0.688372093,1.799999952,1,2,no,no,no,yes,yes,no,yes,no
0.37,0.28,0.887323944,3.900000095,5,2,no,no,no,no,yes,yes,yes,no
0.34,0.28,0.792307692,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.33,0.27,0.8,3.200000048,2,2,no,no,no,yes,no,no,yes,no
0.31,0.3,0.470238095,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.345800018,0.345800018,0.565217391,3.200000048,1,1,no,no,no,yes,no,yes,yes,no
0.42,0.32,0.940909091,4.300000191,2,2,no,yes,no,no,yes,no,yes,no
0.38,0.28,1,3.200000048,5,2,no,no,no,yes,yes,yes,yes,no
0.35,0.26,0.615384615,3.099999905,2,2,no,no,no,yes,yes,yes,yes,no
0.33,0.27,0.605769231,3.200000048,3,2,no,no,no,yes,no,yes,yes,no
0.24,0.24,0.884615385,3.900000095,3,2,no,no,no,yes,yes,no,yes,no
0.280900002,0.239699993,0.876190476,1.799999952,1,2,no,no,no,yes,yes,yes,yes,no
0.32,0.32,0.732283465,2,1,2,no,no,no,yes,no,yes,yes,no
0.16,0.1,0.72,3.200000048,2,1,no,no,no,no,yes,no,yes,no
0.25,0.13,0.8,1.799999952,1,1,no,yes,no,no,yes,no,yes,no
0.35,0.32,0.8,3.200000048,1,2,no,yes,no,yes,no,yes,yes,no
0.38,0.3,0.523529412,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.32,0.31,0.80952381,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.35,0.23,0.772727273,3.200000048,2,2,no,no,no,no,yes,yes,yes,no
0.27,0.2,0.721461187,3.200000048,1,2,no,no,no,no,yes,yes,no,no
0.25,0.22,0.904761905,3.900000095,1,2,no,no,no,yes,yes,no,yes,no
0.29,0.22,1.013986014,3.099999905,3,2,no,no,no,yes,yes,no,yes,no
0.271200008,0.271200008,0.647619048,3.200000048,4,2,no,no,no,yes,yes,yes,yes,no
0.32,0.27,0.847619048,2,1,2,no,no,no,yes,yes,yes,yes,no
0.31,0.19,0.771428571,3.200000048,2,2,no,no,no,no,yes,yes,yes,no
0.37,0.23,0.819047619,3.900000095,2,2,no,no,no,yes,yes,yes,yes,no
0.58,0.58,0.819047619,3.200000048,4,2,no,no,no,yes,yes,yes,yes,no
0.33,0.27,0.859813084,3.599999905,2,2,no,no,no,yes,yes,no,yes,no
0.16,0.12,0.840625,3.200000048,2,1,no,no,no,no,yes,yes,yes,no
0.38,0.31,0.8,3.200000048,3,2,no,no,no,yes,yes,yes,yes,no
0.34,0.31,0.727272727,1.799999952,3,2,no,no,no,no,yes,no,yes,no
0.39,0.26,0.934371508,3.200000048,2,2,no,no,no,no,yes,no,yes,yes
0.45,0.2,0.948453608,3.200000048,1,2,no,no,no,no,yes,no,no,yes
0.51,0.41,0.941176471,5.300000191,1,2,no,no,no,no,yes,yes,yes,yes
0.43,0.33,0.794392523,3.200000048,6,2,yes,no,no,yes,yes,no,no,yes
0.31,0.27,0.80952381,3.200000048,6,2,no,no,yes,yes,yes,yes,yes,yes
0.46,0.33,0.315789474,1.799999952,4,2,no,no,no,no,yes,yes,yes,yes
0.24,0.24,0.97826087,10.60000038,5,2,yes,no,no,no,yes,yes,yes,yes
0.22,0.19,1.95,3.200000048,2,1,no,no,yes,yes,yes,no,yes,no
0.22,0.19,0.95,4.300000191,2,1,no,no,yes,yes,yes,no,yes,yes
0.18,0.05,0.1875,2,1,2,no,no,no,yes,yes,yes,yes,yes
0.66,0.31,0.902564103,3.200000048,2,2,no,no,no,yes,no,yes,yes,yes
0.59,0.24,0.941176471,10.60000038,3,2,no,no,yes,yes,yes,no,yes,yes
0.35,0.32,0.940594059,3.900000095,3,2,yes,no,yes,yes,yes,yes,yes,yes
0.52,0.51,0.949640288,3.200000048,4,2,no,no,yes,no,yes,yes,yes,yes
0.42,0.27,0.878571429,3.200000048,3,2,no,no,yes,no,yes,no,yes,yes
0.41,0.34,0.993873425,3.200000048,3,2,yes,no,yes,no,yes,no,yes,yes
0.49,0.33,0.623762376,3.200000048,1,2,no,no,yes,yes,yes,no,yes,yes
0.46,0.36,0.714285714,3.200000048,2,2,no,no,no,yes,yes,no,yes,yes
0.25,0.19,0.448,1.799999952,1,2,no,no,no,no,yes,yes,yes,yes
0.39,0.28,0.752688172,2,5,2,yes,no,yes,yes,yes,yes,yes,yes
0.41,0.34,0.859375,2,5,2,no,no,yes,no,no,no,yes,yes
0.26,0.26,0.75,3.200000048,4,2,no,no,no,yes,yes,yes,yes,yes
0.36,0.25,0.85,3.200000048,5,2,no,no,no,yes,yes,yes,yes,yes
0.39,0.34,0.897097625,3.200000048,5,2,no,no,no,no,yes,yes,yes,yes
0.36,0.26,0.857142857,3.900000095,5,2,yes,no,no,yes,yes,yes,yes,yes
0.252999992,0.237000008,0.817307692,3.900000095,6,2,yes,no,yes,yes,yes,yes,yes,yes
0.83,0.49,0.945578231,3.900000095,5,2,no,no,no,no,yes,yes,yes,yes
0.34,0.23,0.976470588,2,1,2,no,no,yes,no,yes,no,yes,yes
0.26,0.26,0.552147239,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.28,0.23,0.830769231,3.200000048,2,2,no,yes,yes,no,no,yes,yes,yes
0.34,0.28,0.803571429,5.300000191,1,2,no,no,no,no,no,yes,yes,yes
0.37,0.23,0.696721311,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.23,0.18,0.608391608,10.60000038,2,1,no,yes,no,no,no,no,yes,yes
0.31,0.26,0.818181818,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.36,0.27,0.646017699,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.41,0.4,0.734693878,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.31,0.3,0.798387097,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.44,0.4,0.67357513,5.300000191,2,1,no,no,no,no,no,no,yes,no
0.37,0.28,0.224719101,1.799999952,2,1,no,no,no,no,no,no,yes,no
0.39,0.31,0.5,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.38,0.28,0.666666667,10.60000038,3,1,no,no,no,no,no,no,yes,no
0.45,0.21,0.307692308,4.300000191,3,1,no,no,no,yes,no,yes,yes,no
0.34,0.31,0.636942675,2,1,2,no,no,no,no,no,no,yes,no
0.34,0.22,0.8,3.099999905,3,1,no,no,no,yes,no,yes,yes,no
0.36,0.32,0.669966997,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.54,0.47,0.956140351,3.200000048,6,2,yes,no,no,no,no,no,yes,yes
0.35,0.22,0.8,3.200000048,1,1,no,no,no,yes,no,no,yes,no
0.33,0.22,0.795348837,3.200000048,5,2,no,no,no,no,no,no,yes,no
0.35,0.3,0.795348837,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.31,0.28,0.652849741,3.900000095,1,3,no,no,no,no,no,no,yes,no
0.25,0.22,0.797546012,3.200000048,3,2,no,no,no,no,no,no,yes,yes
0.37,0.27,0.811594203,3.900000095,6,2,no,no,yes,no,no,no,yes,no
0.27,0.26,0.893939394,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.27,0.2,0.426470588,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.36,0.28,0.793103448,5.300000191,1,2,no,no,no,no,no,no,yes,no
0.21,0.18,0.6,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.3,0.23,0.9,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.34,0.26,0.878571429,3.200000048,6,2,no,no,no,no,no,no,yes,no
0.29,0.24,0.795,3.200000048,1,2,no,yes,no,no,no,no,yes,no
0.4,0.22,0.944,3.099999905,6,2,no,no,no,no,no,yes,yes,no
0.3,0.23,0.73125,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.26,0.26,0.18852459,4.300000191,1,2,no,no,no,no,no,yes,yes,no
0.28,0.28,0.902857143,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.39,0.23,0.655737705,3.200000048,5,1,no,no,no,no,no,no,yes,no
0.22,0.156999998,0.887417219,3.200000048,1,1,no,no,no,yes,no,no,yes,no
0.281000004,0.221000004,0.589285714,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.35,0.302999992,0.883870968,5.300000191,5,2,no,no,no,no,no,no,yes,no
0.362000008,0.276000004,0.947368421,10.60000038,1,1,no,no,no,no,no,no,yes,no
0.344799995,0.2125,0.9,1.799999952,1,1,no,no,no,yes,no,yes,yes,no
0.364000015,0.276000004,0.925742574,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.176000004,0.172999992,0.764444444,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.374000015,0.317199993,0.933333333,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.359000015,0.342000008,0.842105263,3.099999905,2,1,no,no,no,no,no,no,yes,no
0.283999996,0.253999996,0.357512953,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.336100006,0.3175,0.79245283,3.900000095,1,2,no,no,no,no,no,yes,yes,no
0.255,0.171000004,0.791489362,3.900000095,5,1,yes,no,no,no,yes,no,no,no
0.311100006,0.300799999,0.9,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.325999985,0.268999996,0.930232558,2,1,2,no,no,no,no,no,no,yes,no
0.328100014,0.3075,0.797101449,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.38,0.3,0.738255034,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.322000008,0.312999992,0.8,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.316000004,0.212000008,0.661764706,3.200000048,5,2,no,no,no,no,no,no,yes,yes
0.225,0.221000004,0.966292135,3.099999905,1,2,no,no,no,yes,no,yes,yes,no
0.223600006,0.216900005,0.943181818,2,1,2,no,no,no,yes,no,yes,yes,no
0.222999992,0.222999992,0.6875,2,1,2,no,no,no,no,no,yes,yes,no
0.168999996,0.11,0.943181818,3.200000048,2,2,no,no,no,yes,no,yes,yes,no
0.422000008,0.370999985,0.705202312,3.200000048,2,2,no,yes,no,no,no,yes,yes,no
0.326199989,0.198899994,0.384615385,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.318999996,0.282000008,0.5,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.44,0.32,0.65034965,4.300000191,1,2,no,yes,no,no,no,yes,yes,no
0.382000008,0.266000004,0.8,3.200000048,6,2,no,no,no,no,yes,no,yes,no
0.303999996,0.245,0.879518072,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.34,0.18,0.294117647,10.60000038,2,1,yes,yes,no,no,no,yes,yes,no
0.322000008,0.215,0.787234043,3.099999905,2,2,no,no,no,no,no,yes,yes,no
0.379000015,0.318999996,0.794871795,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.65,0.44,0.571428571,3.200000048,1,1,yes,yes,no,no,no,no,yes,no
0.318999996,0.311599998,0.583333333,3.200000048,6,2,no,no,no,yes,no,yes,yes,no
0.4075,0.298999996,0.704347826,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.359199982,0.295,0.873015873,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.195599995,0.145100002,0.5625,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.296000004,0.27,0.699481865,3.200000048,6,2,no,no,no,no,no,yes,yes,no
0.357000008,0.298999996,0.921568627,3.099999905,1,1,no,no,no,no,no,yes,yes,no
0.362000008,0.217000008,0.947826087,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.306000004,0.277999992,0.711864407,3.200000048,5,2,no,no,no,yes,no,yes,yes,no
0.275,0.256000004,0.9,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.307399998,0.302299995,0.575384615,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.324000015,0.262999992,0.754385965,3.200000048,1,1,no,yes,no,no,no,yes,yes,no
0.227999992,0.227999992,0.290697674,4.300000191,1,1,no,no,no,no,no,no,yes,no
0.374900017,0.307099991,0.878431373,3.099999905,1,1,no,no,no,no,yes,no,yes,no
0.402999992,0.241000004,0.524444444,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.454000015,0.166000004,0.666666667,10.60000038,2,1,no,no,no,no,no,no,yes,no
0.277999992,0.167000008,0.511627907,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.287299995,0.251399994,0.761904762,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.266000004,0.212000008,0.89,2,1,2,no,no,no,no,no,no,yes,no
0.334000015,0.268999996,0.89047619,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.173999996,0.17,0.429885057,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.332999992,0.267999992,0.775,5.300000191,1,2,no,no,no,no,no,no,yes,no
0.332999992,0.33,0.464285714,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.382000008,0.282000008,0.837037037,3.200000048,1,2,no,no,no,no,yes,no,yes,no
0.163999996,0.145,0.324090121,5.300000191,1,1,no,no,no,no,no,no,yes,no
0.241000004,0.236000004,0.697674419,2,1,2,no,no,no,yes,no,yes,yes,no
0.297000008,0.285,0.618556701,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.322999992,0.297000008,0.615384615,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.29,0.15,0.774193548,1.799999952,2,1,no,no,no,no,no,no,yes,no
0.340999985,0.268999996,0.86875,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.414000015,0.402000008,0.767741935,3.200000048,2,1,no,no,no,no,no,yes,yes,no
0.266000004,0.188999996,0.894409938,3.099999905,2,2,no,no,no,no,no,no,yes,no
0.259400005,0.248600006,0.665116279,3.900000095,4,2,no,no,no,no,no,yes,yes,no
0.489900017,0.265100002,0.632701422,3.099999905,1,1,no,yes,no,no,no,no,yes,no
0.266000004,0.131000004,0.547945205,4.300000191,1,1,no,no,no,no,no,no,yes,no
0.221000004,0.217999992,0.758196721,3.900000095,1,2,no,no,no,yes,no,no,yes,no
0.403699989,0.315499992,0.8,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.21,0.21,0.476190476,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.303999996,0.275,0.8,3.599999905,2,2,no,no,no,no,no,yes,yes,no
0.389000015,0.303999996,0.783783784,3.200000048,2,2,no,no,no,no,yes,yes,yes,no
0.375,0.276000004,0.779874214,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.322999992,0.282999992,0.708860759,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.318999996,0.277999992,0.466666667,10.60000038,2,2,no,no,no,no,no,no,yes,no
0.302000008,0.285,0.774468085,3.200000048,6,1,no,no,no,no,no,no,yes,no
0.361399994,0.337000008,0.82,2,1,2,no,no,no,no,no,yes,yes,no
0.3,0.288999996,0.883870968,2,1,2,no,no,no,no,no,no,yes,no
0.208999996,0.133000002,0.727272727,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.400999985,0.276000004,0.880952381,3.200000048,6,1,yes,no,no,yes,yes,yes,yes,no
0.33,0.061999998,0.798611111,3.200000048,6,2,yes,no,no,no,no,no,yes,no
0.303999996,0.287999992,0.666666667,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.146000004,0.131000004,0.768211921,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.37,0.26,0.890410959,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.24,0.24,0.630434783,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.21,0.15,0.210526316,10.60000038,1,1,no,no,no,no,no,no,yes,no
0.26,0.22,0.797202797,3.900000095,2,2,no,no,no,no,no,no,yes,no
0.38,0.31,0.755555556,3.200000048,2,1,no,no,no,no,yes,yes,yes,no
0.26,0.26,0.784810127,3.200000048,2,2,no,no,no,yes,no,no,yes,no
0.18,0.14,0.554347826,4.300000191,3,1,yes,yes,no,no,no,no,yes,no
0.24,0.22,0.568181818,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.28,0.27,0.909090909,3.900000095,4,2,no,no,no,yes,no,yes,yes,no
0.25,0.09,0.829545455,1.799999952,1,2,yes,no,no,yes,no,no,yes,no
0.45,0.45,0.503703704,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.3,0.29,0.72,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.34,0.27,0.842465753,5.300000191,5,2,no,no,no,no,no,no,yes,no
0.3,0.28,0.75,8.899999619,6,2,no,no,no,no,no,yes,yes,no
0.28,0.25,0.736,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.38,0.27,0.633484163,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.34,0.31,0.8,3.200000048,6,2,no,no,no,no,no,no,yes,yes
0.35,0.28,0.90797546,3.200000048,3,2,no,no,no,no,no,no,yes,no
0.33,0.3,0.8,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.32,0.31,0.861788618,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.22,0.2,0.777027027,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.3,0.23,0.8,3.900000095,5,2,no,no,no,no,no,yes,yes,no
0.26,0.25,0.537037037,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.34,0.29,0.731707317,3.200000048,3,1,no,no,no,yes,no,yes,yes,no
0.28,0.25,0.786516854,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.33,0.31,0.9,3.200000048,2,2,no,yes,no,no,no,yes,yes,no
0.4,0.35,0.9125,2,1,2,no,no,no,no,no,no,yes,no
0.26,0.26,0.851851852,5.300000191,1,2,no,no,no,no,no,no,yes,no
0.2,0.2,0.463709677,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.34,0.28,0.868421053,3.200000048,1,2,no,no,no,no,yes,yes,yes,no
0.33,0.25,0.377358491,3.900000095,5,2,no,no,no,no,no,no,yes,no
0.35,0.25,0.947761194,5.300000191,1,2,no,no,no,no,no,no,yes,no
0.36,0.25,0.947368421,3.099999905,2,2,no,no,no,no,no,yes,yes,no
0.32,0.28,0.573684211,3.900000095,1,2,no,no,no,no,no,yes,yes,no
0.32,0.25,0.49,2,2,2,no,no,no,no,no,no,yes,no
